0.12852687	-0.030665372	0.042428926	0.023684526	-0.020469138	0.02453647	0.0138642285	-0.0031948616	0.042528696	-0.019536614	-0.082830936	0.025735747	0.013336782	-0.025728092	-0.043928377	-0.08955839
0.14028355	0.043784183	-0.0010201535	0.09849939	0.011919665	0.07885922	0.057824995	0.101860546	0.08311542	0.022445539	0.012375859	-0.070750296	-0.0890274	-0.0691863	-0.043738157	-0.08354739
0.16316341	0.025140166	0.06019538	0.058314584	-0.0146030765	0.11246507	0.007046952	0.10306123	0.027480988	0.08364305	-0.09666007	-0.08640392	-0.09382646	-0.103221975	-0.061296348	-0.060401138
-0.47797918	-0.28202924	0.16788138	-0.002630933	-0.14083013	-0.26044452	-0.37642244	-0.19332613	-0.25801006	-0.23255363	-0.032216508	0.24243575	0.3494208	0.21540278	0.36019617	0.27442753
-0.016769126	-0.038204167	0.032674003	-0.0189688	-0.019112984	-0.0021436298	-0.063583955	-0.024404762	-0.003983069	-0.05201105	-0.031415407	0.052176356	0.027183808	-0.012950903	0.08867676	-0.00081448694
0.01749352	0.07114653	-0.017291123	-0.07909501	-0.007962476	0.0996854	-0.012555844	0.049961414	0.031465672	0.027410045	0.036737725	-0.09327255	-0.07154619	-0.054067954	-0.0063539743	-0.025884567
-0.36535904	-0.28228855	0.25273958	-0.053974353	-0.19295324	-0.23690033	-0.25940043	-0.23352565	-0.23590504	-0.2058106	-0.13543484	0.24940407	0.34752426	0.22005193	0.2576199	0.284517
0.014821568	0.018622018	0.0027063524	-0.0009848722	0.064753085	0.06506178	-0.020674234	0.08452514	0.06316536	0.029695598	0.023181507	0.0034856955	-0.025192326	-0.009048023	-0.037557956	-0.058682226
-0.35332286	-0.24299976	0.2898991	-0.07251928	-0.22390243	-0.1633517	-0.3143173	-0.18677405	-0.25195482	-0.18574871	-0.18146937	0.2774606	0.31492937	0.1920349	0.24847808	0.3201047
0.020421462	-0.081664406	0.067788936	0.120527424	-0.040725004	-0.030604348	-0.06118561	-0.014769789	-0.057403274	0.011898216	-0.031506296	0.043112505	0.04115796	-0.023023732	0.052614022	-0.024384199
-0.3820607	-0.28170288	0.2731231	-0.01849232	-0.16793516	-0.23279342	-0.29297078	-0.18962127	-0.25866035	-0.17592643	-0.13388208	0.260073	0.3340054	0.24847862	0.31349415	0.29428554
0.082655415	-0.0013401478	0.017205952	0.14473733	0.065438904	0.039604947	-0.002119475	0.006998704	0.06964541	0.0013487922	0.04969391	-0.036355004	-0.020671984	0.0009444444	-0.03067502	-0.06564176
-0.26636097	-0.12685943	0.06716021	0.11770742	-0.023969866	-0.12737545	-0.1770699	-0.14861766	-0.1123397	-0.13535406	0.095050916	0.13722736	0.23488656	0.11304408	0.18260351	0.14345469
0.35942042	0.21956734	-0.10058725	-0.028991157	0.086072445	0.17674986	0.19359936	0.2392429	0.23116615	0.1820378	-0.039099555	-0.23297334	-0.25205246	-0.19187884	-0.20956671	-0.26422673
