DATE,TIME,TIMESTAMP,DID,MODE,ANGLE
2021-08-29,14:16:06,1630246371,A676401349,MANUAL,0.8
2021-08-29,14:16:07,1630246419,A676411350,MANUAL,0.4
2021-08-29,14:16:08,1630246420,A676421351,MANUAL,1.0
2021-08-29,14:16:09,1630246421,A676431352,MANUAL,3.1
2021-08-29,14:16:10,1630246421,A676441353,MANUAL,1.1
2021-08-29,14:16:11,1630246422,A676451354,MANUAL,0.4
2021-08-29,14:16:12,1630246421,A676461355,MANUAL,1.3
2021-08-29,14:16:14,1630246421,A676471356,MANUAL,0.6
2021-08-29,14:16:15,1630246422,A676481357,MANUAL,0.7
2021-08-29,14:16:16,1630246423,A676491358,MANUAL,-1.7
2021-08-29,14:16:17,1630246423,A676501359,MANUAL,0.5
2021-08-29,14:16:19,1630246416,A676511360,MANUAL,0.6
2021-08-29,14:16:20,1630246417,A676521361,MANUAL,0.1
2021-08-29,14:16:21,1630246417,A676531362,MANUAL,-0.3
2021-08-29,14:16:22,1630246418,A676541363,MANUAL,0.4
2021-08-29,14:16:23,1630246418,A676551364,MANUAL,0.0
2021-08-29,14:16:24,1630246417,A676561365,MANUAL,1.4
2021-08-29,14:16:26,1630246418,A676571366,MANUAL,1.0
2021-08-29,14:16:27,1630246419,A676581367,MANUAL,0.4
2021-08-29,14:16:29,1630246419,A676591368,MANUAL,0.0
2021-08-29,14:16:30,1630246420,A676601369,MANUAL,0.5
2021-08-29,14:16:31,1630246390,A676611370,MANUAL,0.8
2021-08-29,14:16:33,1630246584,A676621371,MANUAL,0.4
2021-08-29,14:23:19,1630246990,A675921301,MANUAL,0.6
2021-08-29,14:23:21,1630246991,A675931302,MANUAL,0.6
2021-08-29,14:23:25,1630246995,A675951304,MANUAL,-1.3
2021-08-29,14:23:26,1630246988,A675961305,MANUAL,-0.5
2021-08-29,14:23:28,1630246988,A675971306,MANUAL,0.5
2021-08-29,14:23:29,1630246990,A675981307,MANUAL,0.7
2021-08-29,14:23:30,1630246989,A675991308,MANUAL,0.8
2021-08-29,14:23:31,1630246990,A676001309,MANUAL,1.2
2021-08-29,14:23:33,1630246989,A676011310,MANUAL,0.7
2021-08-29,14:23:34,1630246990,A676021311,MANUAL,0.3
2021-08-29,14:23:35,1630246971,A676031312,MANUAL,0.3
2021-08-29,14:23:37,1630246987,A676041313,MANUAL,0.8
2021-08-29,14:23:38,1630246988,A676051314,MANUAL,0.5
2021-08-29,14:23:43,1630246981,A676071316,MANUAL,0.2
2021-08-29,14:23:44,1630246982,A676081317,MANUAL,0.3
2021-08-29,14:23:45,1630246982,A676091318,MANUAL,-0.3
2021-08-29,14:23:46,1630246983,A676101319,MANUAL,0.8
2021-08-29,14:23:48,1630246981,A676111320,MANUAL,0.6
2021-08-29,14:23:49,1630246982,A676121321,MANUAL,0.4
2021-08-29,14:23:50,1630246894,A676131322,MANUAL,2.9
2021-08-29,14:23:52,1630246980,A676141323,MANUAL,1.0
2021-08-29,14:23:53,1630246981,A676151324,MANUAL,0.8
2021-08-29,14:23:54,1630246964,A676161325,MANUAL,1.1
2021-08-29,14:23:55,1630246965,A676171326,MANUAL,0.9
2021-08-29,14:23:56,1630246965,A676181327,MANUAL,1.7
2021-08-29,14:23:58,1630246966,A676191328,MANUAL,1.3
2021-08-29,14:23:59,1630246967,A676201329,MANUAL,1.1
2021-08-29,14:24:00,1630246961,A676211330,MANUAL,-0.4
2021-08-29,14:24:01,1630246961,A676221331,MANUAL,0.4
2021-08-29,14:24:03,1630246962,A676231332,MANUAL,0.3
2021-08-29,14:24:04,1630246963,A676241333,MANUAL,0.3
2021-08-29,14:24:05,1630246964,A676251334,MANUAL,0.9
2021-08-29,14:24:07,1630246960,A676261335,MANUAL,0.7
2021-08-29,14:24:08,1630246960,A676271336,MANUAL,0.6
2021-08-29,14:24:09,1630246961,A676281337,MANUAL,-0.0
2021-08-29,14:24:10,1630246962,A676291338,MANUAL,0.2
2021-08-29,14:24:15,1630246922,A676311340,MANUAL,-0.2
2021-08-29,14:24:16,1630246923,A676321341,MANUAL,0.4
2021-08-29,14:24:18,1630246924,A676331342,MANUAL,0.8
2021-08-29,14:24:19,1630246924,A676341343,MANUAL,0.8
2021-08-29,14:24:21,1630246925,A676351344,MANUAL,0.8
2021-08-29,14:24:22,1630246923,A676361345,MANUAL,0.1
2021-08-29,14:24:23,1630246924,A676371346,MANUAL,4.1
2021-08-29,14:24:28,1630246925,A676391348,MANUAL,1.2
2021-08-29,14:24:29,1630246874,A676401349,MANUAL,0.8
2021-08-29,14:24:30,1630246922,A676411350,MANUAL,0.3
2021-08-29,14:24:31,1630246923,A676421351,MANUAL,1.0
2021-08-29,14:24:32,1630246924,A676431352,MANUAL,3.1
2021-08-29,14:24:33,1630246924,A676441353,MANUAL,1.1
2021-08-29,14:24:35,1630246925,A676451354,MANUAL,0.3
2021-08-29,14:24:36,1630246924,A676461355,MANUAL,1.3
2021-08-29,14:24:37,1630246924,A676471356,MANUAL,0.6
2021-08-29,14:24:38,1630246925,A676481357,MANUAL,0.7
2021-08-29,14:24:39,1630246926,A676491358,MANUAL,-1.7
2021-08-29,14:24:41,1630246927,A676501359,MANUAL,0.4
2021-08-29,14:24:42,1630246919,A676511360,MANUAL,0.6
2021-08-29,14:24:43,1630246920,A676521361,MANUAL,0.1
2021-08-29,14:24:44,1630246920,A676531362,MANUAL,-0.3
2021-08-29,14:24:45,1630246921,A676541363,MANUAL,0.3
2021-08-29,14:24:46,1630246921,A676551364,MANUAL,0.1
2021-08-29,14:24:48,1630246921,A676561365,MANUAL,1.5
2021-08-29,14:24:49,1630246921,A676571366,MANUAL,1.0
2021-08-29,14:24:50,1630246922,A676581367,MANUAL,0.3
2021-08-29,14:24:52,1630246922,A676591368,MANUAL,0.0
2021-08-29,14:24:53,1630246923,A676601369,MANUAL,0.5
2021-08-29,14:24:55,1630246893,A676611370,MANUAL,0.8
2021-08-29,14:24:56,1630247087,A676621371,MANUAL,0.4
2021-08-29,14:34:56,1630247686,A675931302,MANUAL,0.5
2021-08-29,14:34:58,1630247687,A675941303,MANUAL,0.6
2021-08-29,14:34:59,1630247690,A675951304,MANUAL,-1.3
2021-08-29,14:35:00,1630247682,A675961305,MANUAL,-0.5
2021-08-29,14:35:02,1630247682,A675971306,MANUAL,0.5
2021-08-29,14:35:03,1630247683,A675981307,MANUAL,0.7
2021-08-29,14:35:06,1630247685,A675991308,MANUAL,0.8
2021-08-29,14:35:07,1630247686,A676001309,MANUAL,1.2
2021-08-29,14:35:09,1630247685,A676011310,MANUAL,0.7
2021-08-29,14:35:10,1630247686,A676021311,MANUAL,0.3
2021-08-29,14:35:11,1630247667,A676031312,MANUAL,0.3
2021-08-29,14:35:13,1630247684,A676041313,MANUAL,0.9
2021-08-29,14:35:14,1630247685,A676051314,MANUAL,0.5
2021-08-29,14:35:16,1630247675,A676061315,MANUAL,0.6
2021-08-29,14:35:17,1630247676,A676071316,MANUAL,0.3
2021-08-29,14:35:18,1630247676,A676081317,MANUAL,0.3
2021-08-29,14:35:20,1630247677,A676091318,MANUAL,-0.3
2021-08-29,14:35:21,1630247678,A676101319,MANUAL,0.8
2021-08-29,14:35:22,1630247676,A676111320,MANUAL,0.6
2021-08-29,14:35:23,1630247676,A676121321,MANUAL,0.4
2021-08-29,14:35:25,1630247589,A676131322,MANUAL,2.9
2021-08-29,14:35:27,1630247675,A676141323,MANUAL,1.1
2021-08-29,14:35:28,1630247676,A676151324,MANUAL,0.8
2021-08-29,14:35:29,1630247659,A676161325,MANUAL,1.1
2021-08-29,14:35:31,1630247660,A676171326,MANUAL,0.9
2021-08-29,14:35:32,1630247661,A676181327,MANUAL,1.7
2021-08-29,14:35:33,1630247662,A676191328,MANUAL,1.3
2021-08-29,14:35:34,1630247662,A676201329,MANUAL,1.1
2021-08-29,14:35:36,1630247657,A676211330,MANUAL,-0.4
2021-08-29,14:35:37,1630247657,A676221331,MANUAL,0.3
2021-08-29,14:35:39,1630247658,A676231332,MANUAL,0.3
2021-08-29,14:35:40,1630247659,A676241333,MANUAL,0.3
2021-08-29,14:35:41,1630247660,A676251334,MANUAL,0.9
2021-08-29,14:35:43,1630247656,A676261335,MANUAL,0.7
2021-08-29,14:35:44,1630247656,A676271336,MANUAL,0.6
2021-08-29,14:35:45,1630247657,A676281337,MANUAL,-0.0
2021-08-29,14:35:46,1630247658,A676291338,MANUAL,0.2
2021-08-29,14:35:48,1630247577,A676301339,MANUAL,0.0
2021-08-29,14:35:52,1630247619,A676311340,MANUAL,-0.2
2021-08-29,14:35:54,1630247620,A676321341,MANUAL,0.3
2021-08-29,14:35:55,1630247621,A676331342,MANUAL,0.8
2021-08-29,14:35:57,1630247622,A676341343,MANUAL,0.8
2021-08-29,14:35:58,1630247623,A676351344,MANUAL,0.8
2021-08-29,14:36:00,1630247621,A676361345,MANUAL,0.1
2021-08-29,14:36:01,1630247622,A676371346,MANUAL,4.0
2021-08-29,14:36:05,1630247623,A676391348,MANUAL,1.2
2021-08-29,14:36:07,1630247572,A676401349,MANUAL,0.8
2021-08-29,14:36:08,1630247620,A676411350,MANUAL,0.4
2021-08-29,14:36:09,1630247620,A676421351,MANUAL,0.9
2021-08-29,14:36:10,1630247621,A676431352,MANUAL,3.1
2021-08-29,14:36:11,1630247622,A676441353,MANUAL,1.1
2021-08-29,14:36:12,1630247622,A676451354,MANUAL,0.3
2021-08-29,14:36:13,1630247621,A676461355,MANUAL,1.3
2021-08-29,14:36:14,1630247622,A676471356,MANUAL,0.6
2021-08-29,14:36:16,1630247623,A676481357,MANUAL,0.7
2021-08-29,14:36:17,1630247623,A676491358,MANUAL,-1.7
2021-08-29,14:36:18,1630247624,A676501359,MANUAL,0.5
2021-08-29,14:36:21,1630247619,A676511360,MANUAL,0.6
2021-08-29,14:36:22,1630247619,A676521361,MANUAL,0.0
2021-08-29,14:36:23,1630247619,A676531362,MANUAL,-0.3
2021-08-29,14:36:25,1630247620,A676541363,MANUAL,0.4
2021-08-29,14:36:26,1630247621,A676551364,MANUAL,0.0
2021-08-29,14:36:27,1630247620,A676561365,MANUAL,1.4
2021-08-29,14:36:28,1630247621,A676571366,MANUAL,1.0
2021-08-29,14:36:29,1630247621,A676581367,MANUAL,0.3
2021-08-29,14:36:31,1630247621,A676591368,MANUAL,0.0
2021-08-29,14:36:32,1630247622,A676601369,MANUAL,0.5
2021-08-29,14:36:33,1630247592,A676611370,MANUAL,0.8
2021-08-29,14:36:35,1630247786,A676621371,MANUAL,0.4
2021-08-29,14:43:28,1630248199,A675921301,MANUAL,0.6
2021-08-29,14:43:30,1630248200,A675931302,MANUAL,0.6
2021-08-29,14:43:31,1630248201,A675941303,MANUAL,0.6
2021-08-29,14:43:32,1630248203,A675951304,MANUAL,-1.3
2021-08-29,14:43:34,1630248195,A675961305,MANUAL,-0.5
2021-08-29,14:43:35,1630248196,A675971306,MANUAL,0.5
2021-08-29,14:43:36,1630248197,A675981307,MANUAL,0.7
2021-08-29,14:43:38,1630248196,A675991308,MANUAL,0.8
2021-08-29,14:43:39,1630248197,A676001309,MANUAL,1.2
2021-08-29,14:43:40,1630248196,A676011310,MANUAL,0.7
2021-08-29,14:43:41,1630248197,A676021311,MANUAL,0.3
2021-08-29,14:43:44,1630248179,A676031312,MANUAL,0.3
2021-08-29,14:43:45,1630248196,A676041313,MANUAL,0.9
2021-08-29,14:43:46,1630248197,A676051314,MANUAL,0.5
2021-08-29,14:43:51,1630248189,A676071316,MANUAL,0.3
2021-08-29,14:43:52,1630248190,A676081317,MANUAL,0.3
2021-08-29,14:43:53,1630248190,A676091318,MANUAL,-0.3
2021-08-29,14:43:55,1630248191,A676101319,MANUAL,0.8
2021-08-29,14:43:56,1630248189,A676111320,MANUAL,0.6
2021-08-29,14:43:57,1630248190,A676121321,MANUAL,0.4
2021-08-29,14:43:59,1630248102,A676131322,MANUAL,3.0
2021-08-29,14:44:00,1630248188,A676141323,MANUAL,1.0
2021-08-29,14:44:01,1630248189,A676151324,MANUAL,0.8
2021-08-29,14:44:02,1630248172,A676161325,MANUAL,1.2
2021-08-29,14:44:04,1630248173,A676171326,MANUAL,0.9
2021-08-29,14:44:05,1630248174,A676181327,MANUAL,1.8
2021-08-29,14:44:06,1630248175,A676191328,MANUAL,1.3
2021-08-29,14:44:07,1630248175,A676201329,MANUAL,1.2
2021-08-29,14:44:08,1630248169,A676211330,MANUAL,-0.4
2021-08-29,14:44:10,1630248170,A676221331,MANUAL,0.3
2021-08-29,14:44:11,1630248171,A676231332,MANUAL,0.3
2021-08-29,14:44:12,1630248171,A676241333,MANUAL,0.3
2021-08-29,14:44:14,1630248172,A676251334,MANUAL,1.0
2021-08-29,14:44:15,1630248168,A676261335,MANUAL,0.7
2021-08-29,14:44:16,1630248169,A676271336,MANUAL,0.6
2021-08-29,14:44:17,1630248169,A676281337,MANUAL,-0.0
2021-08-29,14:44:19,1630248170,A676291338,MANUAL,0.2
2021-08-29,14:44:23,1630248130,A676311340,MANUAL,-0.2
2021-08-29,14:44:25,1630248131,A676321341,MANUAL,0.4
2021-08-29,14:44:26,1630248132,A676331342,MANUAL,0.8
2021-08-29,14:44:27,1630248132,A676341343,MANUAL,0.8
2021-08-29,14:44:29,1630248133,A676351344,MANUAL,0.8
2021-08-29,14:44:30,1630248131,A676361345,MANUAL,0.0
2021-08-29,14:44:31,1630248133,A676371346,MANUAL,4.1
2021-08-29,14:44:36,1630248133,A676391348,MANUAL,1.3
2021-08-29,14:44:37,1630248082,A676401349,MANUAL,0.8
2021-08-29,14:44:38,1630248130,A676411350,MANUAL,0.4
2021-08-29,14:44:39,1630248131,A676421351,MANUAL,0.9
2021-08-29,14:44:40,1630248132,A676431352,MANUAL,3.1
2021-08-29,14:44:41,1630248132,A676441353,MANUAL,1.1
2021-08-29,14:44:43,1630248133,A676451354,MANUAL,0.3
2021-08-29,14:44:44,1630248132,A676461355,MANUAL,1.3
2021-08-29,14:44:45,1630248132,A676471356,MANUAL,0.6
2021-08-29,14:44:46,1630248133,A676481357,MANUAL,0.7
2021-08-29,14:44:47,1630248134,A676491358,MANUAL,-1.7
2021-08-29,14:44:48,1630248134,A676501359,MANUAL,0.5
2021-08-29,14:44:50,1630248127,A676511360,MANUAL,0.6
2021-08-29,14:44:51,1630248128,A676521361,MANUAL,0.1
2021-08-29,14:44:52,1630248128,A676531362,MANUAL,-0.2
2021-08-29,14:44:53,1630248129,A676541363,MANUAL,0.3
2021-08-29,14:44:54,1630248129,A676551364,MANUAL,0.0
2021-08-29,14:44:56,1630248129,A676561365,MANUAL,1.5
2021-08-29,14:44:57,1630248130,A676571366,MANUAL,1.0
2021-08-29,14:44:58,1630248130,A676581367,MANUAL,0.3
2021-08-29,14:44:59,1630248130,A676591368,MANUAL,0.0
2021-08-29,14:45:01,1630248131,A676601369,MANUAL,0.6
2021-08-29,14:45:02,1630248101,A676611370,MANUAL,0.9
2021-08-29,14:45:04,1630248295,A676621371,MANUAL,0.4
2021-08-29,14:55:15,1630248906,A675921301,MANUAL,0.6
2021-08-29,14:55:16,1630248907,A675931302,MANUAL,0.6
2021-08-29,14:55:18,1630248907,A675941303,MANUAL,0.6
2021-08-29,14:55:19,1630248909,A675951304,MANUAL,-1.3
2021-08-29,14:55:20,1630248902,A675961305,MANUAL,-0.5
2021-08-29,14:55:22,1630248903,A675971306,MANUAL,0.5
2021-08-29,14:55:23,1630248904,A675981307,MANUAL,0.7
2021-08-29,14:55:24,1630248903,A675991308,MANUAL,0.7
2021-08-29,14:55:25,1630248904,A676001309,MANUAL,1.1
2021-08-29,14:55:26,1630248903,A676011310,MANUAL,0.7
2021-08-29,14:55:28,1630248903,A676021311,MANUAL,0.3
2021-08-29,14:55:29,1630248885,A676031312,MANUAL,0.3
2021-08-29,14:55:30,1630248901,A676041313,MANUAL,0.9
2021-08-29,14:55:35,1630248894,A676061315,MANUAL,0.6
2021-08-29,14:55:36,1630248895,A676071316,MANUAL,0.3
2021-08-29,14:55:38,1630248896,A676081317,MANUAL,0.3
2021-08-29,14:55:39,1630248896,A676091318,MANUAL,-0.3
2021-08-29,14:55:41,1630248897,A676101319,MANUAL,0.8
2021-08-29,14:55:42,1630248895,A676111320,MANUAL,0.6
2021-08-29,14:55:43,1630248896,A676121321,MANUAL,0.4
2021-08-29,14:55:45,1630248808,A676131322,MANUAL,3.0
2021-08-29,14:55:46,1630248894,A676141323,MANUAL,1.1
2021-08-29,14:55:47,1630248895,A676151324,MANUAL,0.8
2021-08-29,14:55:49,1630248879,A676161325,MANUAL,1.2
2021-08-29,14:55:50,1630248879,A676171326,MANUAL,0.9
2021-08-29,14:55:51,1630248880,A676181327,MANUAL,1.8
2021-08-29,14:55:52,1630248881,A676191328,MANUAL,1.4
2021-08-29,14:55:53,1630248881,A676201329,MANUAL,1.1
2021-08-29,14:55:54,1630248876,A676211330,MANUAL,-0.4
2021-08-29,14:55:56,1630248876,A676221331,MANUAL,0.4
2021-08-29,14:55:57,1630248877,A676231332,MANUAL,0.3
2021-08-29,14:55:58,1630248877,A676241333,MANUAL,0.4
2021-08-29,14:56:00,1630248878,A676251334,MANUAL,0.9
2021-08-29,14:56:01,1630248874,A676261335,MANUAL,0.6
2021-08-29,14:56:02,1630248875,A676271336,MANUAL,0.6
2021-08-29,14:56:04,1630248876,A676281337,MANUAL,-0.0
2021-08-29,14:56:05,1630248876,A676291338,MANUAL,0.2
2021-08-29,14:56:09,1630248837,A676311340,MANUAL,-0.2
2021-08-29,14:56:11,1630248837,A676321341,MANUAL,0.3
2021-08-29,14:56:14,1630248840,A676331342,MANUAL,0.8
2021-08-29,14:56:16,1630248840,A676341343,MANUAL,0.8
2021-08-29,14:56:17,1630248842,A676351344,MANUAL,0.8
2021-08-29,14:56:18,1630248840,A676361345,MANUAL,0.1
2021-08-29,14:56:19,1630248841,A676371346,MANUAL,4.1
2021-08-29,14:56:24,1630248841,A676391348,MANUAL,1.3
2021-08-29,14:56:25,1630248791,A676401349,MANUAL,0.9
2021-08-29,14:56:26,1630248839,A676411350,MANUAL,0.4
2021-08-29,14:56:27,1630248839,A676421351,MANUAL,1.0
2021-08-29,14:56:29,1630248840,A676431352,MANUAL,3.1
2021-08-29,14:56:30,1630248841,A676441353,MANUAL,1.1
2021-08-29,14:56:31,1630248841,A676451354,MANUAL,0.3
2021-08-29,14:56:32,1630248840,A676461355,MANUAL,1.3
2021-08-29,14:56:33,1630248841,A676471356,MANUAL,0.6
2021-08-29,14:56:34,1630248841,A676481357,MANUAL,0.8
2021-08-29,14:56:36,1630248842,A676491358,MANUAL,-1.7
2021-08-29,14:56:37,1630248843,A676501359,MANUAL,0.5
2021-08-29,14:56:38,1630248835,A676511360,MANUAL,0.6
2021-08-29,14:56:39,1630248836,A676521361,MANUAL,0.1
2021-08-29,14:56:40,1630248836,A676531362,MANUAL,-0.3
2021-08-29,14:56:42,1630248837,A676541363,MANUAL,0.3
2021-08-29,14:56:43,1630248838,A676551364,MANUAL,0.0
2021-08-29,14:56:45,1630248838,A676561365,MANUAL,1.5
2021-08-29,14:56:46,1630248838,A676571366,MANUAL,1.0
2021-08-29,14:56:49,1630248840,A676581367,MANUAL,0.4
2021-08-29,14:56:50,1630248840,A676591368,MANUAL,0.0
2021-08-29,14:56:51,1630248841,A676601369,MANUAL,0.5
2021-08-29,14:56:52,1630248811,A676611370,MANUAL,0.8
2021-08-29,14:56:54,1630249005,A676621371,MANUAL,0.3
2021-08-29,15:03:50,1630249421,A675921301,MANUAL,0.6
2021-08-29,15:03:52,1630249422,A675931302,MANUAL,0.5
2021-08-29,15:03:53,1630249423,A675941303,MANUAL,0.6
2021-08-29,15:03:54,1630249425,A675951304,MANUAL,-1.3
2021-08-29,15:03:55,1630249417,A675961305,MANUAL,-0.5
2021-08-29,15:03:57,1630249418,A675971306,MANUAL,0.5
2021-08-29,15:03:58,1630249419,A675981307,MANUAL,0.7
2021-08-29,15:03:59,1630249418,A675991308,MANUAL,0.8
2021-08-29,15:04:00,1630249419,A676001309,MANUAL,1.2
2021-08-29,15:04:02,1630249418,A676011310,MANUAL,0.7
2021-08-29,15:04:03,1630249418,A676021311,MANUAL,0.3
2021-08-29,15:04:04,1630249400,A676031312,MANUAL,0.3
2021-08-29,15:04:05,1630249416,A676041313,MANUAL,0.9
2021-08-29,15:04:07,1630249417,A676051314,MANUAL,0.5
2021-08-29,15:04:08,1630249407,A676061315,MANUAL,0.6
2021-08-29,15:04:09,1630249408,A676071316,MANUAL,0.3
2021-08-29,15:04:10,1630249409,A676081317,MANUAL,0.3
2021-08-29,15:04:12,1630249409,A676091318,MANUAL,-0.3
2021-08-29,15:04:14,1630249410,A676101319,MANUAL,0.8
2021-08-29,15:04:15,1630249408,A676111320,MANUAL,0.6
2021-08-29,15:04:16,1630249409,A676121321,MANUAL,0.4
2021-08-29,15:04:18,1630249322,A676131322,MANUAL,2.9
2021-08-29,15:04:19,1630249408,A676141323,MANUAL,1.0
2021-08-29,15:04:20,1630249408,A676151324,MANUAL,0.8
2021-08-29,15:04:21,1630249391,A676161325,MANUAL,1.2
2021-08-29,15:04:23,1630249392,A676171326,MANUAL,0.9
2021-08-29,15:04:24,1630249393,A676181327,MANUAL,1.8
2021-08-29,15:04:25,1630249394,A676191328,MANUAL,1.4
2021-08-29,15:04:26,1630249394,A676201329,MANUAL,1.1
2021-08-29,15:04:27,1630249389,A676211330,MANUAL,-0.4
2021-08-29,15:04:29,1630249389,A676221331,MANUAL,0.3
2021-08-29,15:04:30,1630249390,A676231332,MANUAL,0.3
2021-08-29,15:04:31,1630249390,A676241333,MANUAL,0.3
2021-08-29,15:04:33,1630249391,A676251334,MANUAL,0.9
2021-08-29,15:04:34,1630249387,A676261335,MANUAL,0.7
2021-08-29,15:04:35,1630249388,A676271336,MANUAL,0.6
2021-08-29,15:04:37,1630249389,A676281337,MANUAL,-0.0
2021-08-29,15:04:38,1630249389,A676291338,MANUAL,0.3
2021-08-29,15:04:43,1630249350,A676311340,MANUAL,-0.3
2021-08-29,15:04:44,1630249350,A676321341,MANUAL,0.4
2021-08-29,15:04:45,1630249351,A676331342,MANUAL,0.8
2021-08-29,15:04:47,1630249352,A676341343,MANUAL,0.8
2021-08-29,15:04:48,1630249353,A676351344,MANUAL,0.8
2021-08-29,15:04:49,1630249351,A676361345,MANUAL,0.0
2021-08-29,15:04:51,1630249352,A676371346,MANUAL,4.1
2021-08-29,15:04:55,1630249352,A676391348,MANUAL,1.3
2021-08-29,15:04:56,1630249302,A676401349,MANUAL,0.8
2021-08-29,15:04:58,1630249350,A676411350,MANUAL,0.4
2021-08-29,15:04:59,1630249350,A676421351,MANUAL,0.9
2021-08-29,15:05:00,1630249351,A676431352,MANUAL,3.1
2021-08-29,15:05:01,1630249352,A676441353,MANUAL,1.1
2021-08-29,15:05:02,1630249352,A676451354,MANUAL,0.3
2021-08-29,15:05:03,1630249351,A676461355,MANUAL,1.3
2021-08-29,15:05:04,1630249352,A676471356,MANUAL,0.6
2021-08-29,15:05:05,1630249353,A676481357,MANUAL,0.7
2021-08-29,15:05:07,1630249353,A676491358,MANUAL,-1.8
2021-08-29,15:05:08,1630249354,A676501359,MANUAL,0.5
2021-08-29,15:05:09,1630249347,A676511360,MANUAL,0.6
2021-08-29,15:05:10,1630249347,A676521361,MANUAL,0.1
2021-08-29,15:05:12,1630249348,A676531362,MANUAL,-0.3
2021-08-29,15:05:13,1630249349,A676541363,MANUAL,0.3
2021-08-29,15:05:14,1630249349,A676551364,MANUAL,0.0
2021-08-29,15:05:15,1630249348,A676561365,MANUAL,1.4
2021-08-29,15:05:17,1630249349,A676571366,MANUAL,1.0
2021-08-29,15:05:19,1630249349,A676581367,MANUAL,0.4
2021-08-29,15:05:21,1630249351,A676591368,MANUAL,0.0
2021-08-29,15:05:22,1630249352,A676601369,MANUAL,0.5
2021-08-29,15:05:23,1630249322,A676611370,MANUAL,0.8
2021-08-29,15:05:25,1630249516,A676621371,MANUAL,0.3
2021-08-29,15:15:21,1630250112,A675921301,MANUAL,0.6
2021-08-29,15:15:22,1630250112,A675931302,MANUAL,0.5
2021-08-29,15:15:24,1630250114,A675941303,MANUAL,0.6
2021-08-29,15:15:25,1630250116,A675951304,MANUAL,-1.3
2021-08-29,15:15:27,1630250109,A675961305,MANUAL,-0.5
2021-08-29,15:15:28,1630250109,A675971306,MANUAL,0.5
2021-08-29,15:15:29,1630250110,A675981307,MANUAL,0.7
2021-08-29,15:15:30,1630250109,A675991308,MANUAL,0.8
2021-08-29,15:15:31,1630250110,A676001309,MANUAL,1.1
2021-08-29,15:15:33,1630250109,A676011310,MANUAL,0.7
2021-08-29,15:15:34,1630250110,A676021311,MANUAL,0.3
2021-08-29,15:15:36,1630250091,A676031312,MANUAL,0.3
2021-08-29,15:15:40,1630250111,A676051314,MANUAL,0.5
2021-08-29,15:15:42,1630250101,A676061315,MANUAL,0.6
2021-08-29,15:15:43,1630250102,A676071316,MANUAL,0.2
2021-08-29,15:15:44,1630250102,A676081317,MANUAL,0.2
2021-08-29,15:15:45,1630250103,A676091318,MANUAL,-0.3
2021-08-29,15:15:47,1630250103,A676101319,MANUAL,0.8
2021-08-29,15:15:50,1630250103,A676111320,MANUAL,0.6
2021-08-29,15:15:51,1630250104,A676121321,MANUAL,0.4
2021-08-29,15:15:53,1630250017,A676131322,MANUAL,3.0
2021-08-29,15:15:54,1630250103,A676141323,MANUAL,1.1
2021-08-29,15:15:55,1630250103,A676151324,MANUAL,0.8
2021-08-29,15:15:58,1630250088,A676161325,MANUAL,1.2
2021-08-29,15:15:59,1630250088,A676171326,MANUAL,0.9
2021-08-29,15:16:00,1630250089,A676181327,MANUAL,1.8
2021-08-29,15:16:01,1630250090,A676191328,MANUAL,1.3
2021-08-29,15:16:03,1630250091,A676201329,MANUAL,1.1
2021-08-29,15:16:04,1630250085,A676211330,MANUAL,-0.4
2021-08-29,15:16:05,1630250085,A676221331,MANUAL,0.3
2021-08-29,15:16:07,1630250086,A676231332,MANUAL,0.3
2021-08-29,15:16:08,1630250087,A676241333,MANUAL,0.3
2021-08-29,15:16:09,1630250088,A676251334,MANUAL,0.9
2021-08-29,15:16:10,1630250084,A676261335,MANUAL,0.7
2021-08-29,15:16:12,1630250084,A676271336,MANUAL,0.6
2021-08-29,15:16:13,1630250085,A676281337,MANUAL,-0.0
2021-08-29,15:16:14,1630250086,A676291338,MANUAL,0.2
2021-08-29,15:16:19,1630250046,A676311340,MANUAL,-0.2
2021-08-29,15:16:20,1630250046,A676321341,MANUAL,0.4
2021-08-29,15:16:22,1630250048,A676331342,MANUAL,0.8
2021-08-29,15:16:23,1630250048,A676341343,MANUAL,0.8
2021-08-29,15:16:24,1630250049,A676351344,MANUAL,0.3
2021-08-29,15:16:26,1630250047,A676361345,MANUAL,0.0
2021-08-29,15:16:27,1630250048,A676371346,MANUAL,4.1
2021-08-29,15:16:31,1630250049,A676391348,MANUAL,1.2
2021-08-29,15:16:33,1630249998,A676401349,MANUAL,0.8
2021-08-29,15:16:34,1630250046,A676411350,MANUAL,0.4
2021-08-29,15:16:35,1630250047,A676421351,MANUAL,0.9
2021-08-29,15:16:36,1630250047,A676431352,MANUAL,3.1
2021-08-29,15:16:37,1630250048,A676441353,MANUAL,1.1
2021-08-29,15:16:38,1630250048,A676451354,MANUAL,0.3
2021-08-29,15:16:39,1630250047,A676461355,MANUAL,1.3
2021-08-29,15:16:40,1630250048,A676471356,MANUAL,0.6
2021-08-29,15:16:42,1630250049,A676481357,MANUAL,0.7
2021-08-29,15:16:43,1630250049,A676491358,MANUAL,-1.7
2021-08-29,15:16:44,1630250050,A676501359,MANUAL,0.5
2021-08-29,15:16:45,1630250043,A676511360,MANUAL,0.6
